split,source_split,subject_id,subject_key,photo_id,mask_path,mask_left_path,hwg_gender,hwg_height_cm,hwg_weight_kg,measurement_ankle,measurement_arm_length,measurement_bicep,measurement_calf,measurement_chest,measurement_forearm,measurement_height,measurement_hip,measurement_leg_length,measurement_shoulder_breadth,measurement_shoulder_to_crotch,measurement_thigh,measurement_waist,measurement_wrist
train,train,Nu5Z5HISeZzUc04Yl7_s7jAd_lVljDYKZEnHkj7wqG8,train::Nu5Z5HISeZzUc04Yl7_s7jAd_lVljDYKZEnHkj7wqG8,0765ffd2473e26b2630f45597b6efd83,data/raw/bodym/train/mask/0765ffd2473e26b2630f45597b6efd83.png,data/raw/bodym/train/mask_left/0765ffd2473e26b2630f45597b6efd83.png,male,174.75,74.55,24.647812,49.8837,32.22165,36.794052,98.874405,28.857586,174.371,95.83791,75.22214,37.22285,68.20109,52.545135,79.591774,16.954922
train,train,rUc4yxBryYIYNvtwQfEXmFbgPyKVjeyD2wBIvez1ybA,train::rUc4yxBryYIYNvtwQfEXmFbgPyKVjeyD2wBIvez1ybA,0771b02749e1ad9dac6ff111c027466d,data/raw/bodym/train/mask/0771b02749e1ad9dac6ff111c027466d.png,data/raw/bodym/train/mask_left/0771b02749e1ad9dac6ff111c027466d.png,male,179.8,92.1,24.942589,53.788464,31.457592,38.45504,113.35977,28.79321,181.01051,108.43958,81.08256,39.408726,71.16343,54.211533,111.68165,19.355429
train,train,TRuxsXb-D62dw0s-4nnUWMPAirz75DlxLhpiTE34d90,train::TRuxsXb-D62dw0s-4nnUWMPAirz75DlxLhpiTE34d90,077684ba01a8c91e34f4220265f65923,data/raw/bodym/train/mask/077684ba01a8c91e34f4220265f65923.png,data/raw/bodym/train/mask_left/077684ba01a8c91e34f4220265f65923.png,male,169.5,85.0,25.42798,49.49263,33.33275,39.030876,111.90386,28.906929,173.47556,104.99443,76.41417,38.413197,66.955025,53.396896,108.27434,17.820354
train,train,0SyJzPv40sIj4x5bnMVcWLCvMAdjzQIzdn4_rUMwJ8o,train::0SyJzPv40sIj4x5bnMVcWLCvMAdjzQIzdn4_rUMwJ8o,07838cf039c5ca8e0d17c3825cfcdc66,data/raw/bodym/train/mask/07838cf039c5ca8e0d17c3825cfcdc66.png,data/raw/bodym/train/mask_left/07838cf039c5ca8e0d17c3825cfcdc66.png,male,175.5,89.85,27.120737,50.98414,31.837631,43.120464,109.125694,27.075394,177.80682,107.99644,79.793045,38.047314,69.679726,54.86403,105.55591,17.868774
train,train,4O8aBm6WqK4iZEWaVSE77na_BaO5FzaUWq8yTrb-hS4,train::4O8aBm6WqK4iZEWaVSE77na_BaO5FzaUWq8yTrb-hS4,078e6b66f8b3aa8b1c00c42a697d0277,data/raw/bodym/train/mask/078e6b66f8b3aa8b1c00c42a697d0277.png,data/raw/bodym/train/mask_left/078e6b66f8b3aa8b1c00c42a697d0277.png,female,171.5,60.7,24.760782,48.001045,26.32697,36.626335,87.69165,23.70932,169.7329,98.70677,77.377045,33.647625,61.65686,53.07628,73.008156,15.487597
train,train,yI3ggbDDMGbpyUyqLMB2ESSttV7sTcq4Q3sljzli3-w,train::yI3ggbDDMGbpyUyqLMB2ESSttV7sTcq4Q3sljzli3-w,07a701d17c0a7d71554e2739fec0689b,data/raw/bodym/train/mask/07a701d17c0a7d71554e2739fec0689b.png,data/raw/bodym/train/mask_left/07a701d17c0a7d71554e2739fec0689b.png,female,153.9,55.0,20.418161,45.21822,26.235666,33.500168,98.42077,20.249512,156.3614,100.84726,71.75951,30.360844,58.199318,52.421547,79.27923,13.888994
train,train,3LJlY5dd1LxDQyqxQtKKevi7R6EeTLOrgG-GB8pP08Q,train::3LJlY5dd1LxDQyqxQtKKevi7R6EeTLOrgG-GB8pP08Q,07ab9b2c2e1af5006beca03ccfd8eb1c,data/raw/bodym/train/mask/07ab9b2c2e1af5006beca03ccfd8eb1c.png,data/raw/bodym/train/mask_left/07ab9b2c2e1af5006beca03ccfd8eb1c.png,male,182.0,70.3,24.920105,51.309826,29.421246,35.078884,98.47783,26.908113,180.7953,97.96352,83.71908,37.846725,67.72615,49.89873,79.80441,16.144913
train,train,VyPaujzgH47Au8wX0TP8Dhzpn2eD-6nt0au_A0ilpd0,train::VyPaujzgH47Au8wX0TP8Dhzpn2eD-6nt0au_A0ilpd0,07aeb5983a8afb2c5509a03f42d9cd1f,data/raw/bodym/train/mask/07aeb5983a8afb2c5509a03f42d9cd1f.png,data/raw/bodym/train/mask_left/07aeb5983a8afb2c5509a03f42d9cd1f.png,male,177.0,92.1,25.408205,52.54795,34.187847,38.233482,109.62459,28.869379,177.8734,114.5956,81.75471,37.24132,68.17031,59.06724,108.87367,17.314928
train,train,59bc2764681516389ccf44c2,train::59bc2764681516389ccf44c2,07b8cd30daae23f6b1b9280f8c2212f6,data/raw/bodym/train/mask/07b8cd30daae23f6b1b9280f8c2212f6.png,data/raw/bodym/train/mask_left/07b8cd30daae23f6b1b9280f8c2212f6.png,female,152.0,66.8,23.191673,42.47456,28.14876,37.889442,110.06675,25.485598,153.31601,99.533356,67.4973,33.48376,58.647316,55.27676,88.65999,16.276669
train,train,KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,train::KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,07ba11aae450b0acba269eeb8d3309bb,data/raw/bodym/train/mask/07ba11aae450b0acba269eeb8d3309bb.png,data/raw/bodym/train/mask_left/07ba11aae450b0acba269eeb8d3309bb.png,male,181.95,82.0,25.690609,52.278214,32.439217,38.356476,109.6786,28.701157,181.26747,104.24506,84.93278,36.65115,68.35064,55.761337,95.78689,17.413164
train,train,QiAADJFrx4hH-ORJ7WLmTlPpW1IS1vQ19Paf_BEVYPE,train::QiAADJFrx4hH-ORJ7WLmTlPpW1IS1vQ19Paf_BEVYPE,07bf2f074922e107181b6c028505cfc2,data/raw/bodym/train/mask/07bf2f074922e107181b6c028505cfc2.png,data/raw/bodym/train/mask_left/07bf2f074922e107181b6c028505cfc2.png,male,177.55,97.8,26.053736,50.552082,33.567818,41.232426,118.12837,28.745277,178.97086,111.65444,80.47564,37.31522,69.55459,60.29443,110.83673,17.601158
train,train,5Sa-DtWIegdnuFlkBMNWXCAiuLX9ghXrmsULAkjPSGA,train::5Sa-DtWIegdnuFlkBMNWXCAiuLX9ghXrmsULAkjPSGA,07e1ad567cf1af383e236e9880011a74,data/raw/bodym/train/mask/07e1ad567cf1af383e236e9880011a74.png,data/raw/bodym/train/mask_left/07e1ad567cf1af383e236e9880011a74.png,male,166.5,60.4,22.455559,49.320858,27.513016,31.933855,95.76693,24.96992,167.69612,92.02508,78.483246,36.009125,62.98263,45.377407,85.659935,15.710137
train,train,NRix4qIfHXJwy9P3neEGfvsHPAmqyGbqdV8GnbE5Tus,train::NRix4qIfHXJwy9P3neEGfvsHPAmqyGbqdV8GnbE5Tus,07e40d5b514b2785938b0cfae03d0046,data/raw/bodym/train/mask/07e40d5b514b2785938b0cfae03d0046.png,data/raw/bodym/train/mask_left/07e40d5b514b2785938b0cfae03d0046.png,male,176.5,71.6,23.359652,52.281525,28.74658,34.865803,96.19581,25.77359,178.54112,102.498856,82.08009,36.113163,69.94979,49.35319,98.631256,16.159409
train,train,5a1f03069f17b800040cc7c0,train::5a1f03069f17b800040cc7c0,07ff1d0aef9d5190e92cca6d1b588d08,data/raw/bodym/train/mask/07ff1d0aef9d5190e92cca6d1b588d08.png,data/raw/bodym/train/mask_left/07ff1d0aef9d5190e92cca6d1b588d08.png,male,180.1,87.3,26.164026,51.268,30.971657,40.1628,111.955925,28.583422,183.0214,105.48447,82.13805,38.47959,71.10417,52.144688,102.484795,18.148111
train,train,h6dLO_4PhgepvgtNkD46WhnTIxOsTrxyASLvODgcGk0,train::h6dLO_4PhgepvgtNkD46WhnTIxOsTrxyASLvODgcGk0,07ff9029c75a830172da89eb078ca475,data/raw/bodym/train/mask/07ff9029c75a830172da89eb078ca475.png,data/raw/bodym/train/mask_left/07ff9029c75a830172da89eb078ca475.png,male,184.5,85.8,25.156672,53.718548,29.843891,37.324997,104.66405,27.833761,185.40695,103.262215,84.709496,37.828747,71.915955,55.803425,96.854614,17.810389
train,train,29NvYTuuEKc1Xrym-L_6TZM91S72J5H3G45mDsFXTnc,train::29NvYTuuEKc1Xrym-L_6TZM91S72J5H3G45mDsFXTnc,0804929db7e417cf86c113727a3809cd,data/raw/bodym/train/mask/0804929db7e417cf86c113727a3809cd.png,data/raw/bodym/train/mask_left/0804929db7e417cf86c113727a3809cd.png,male,179.55,95.95,26.611628,50.844337,35.605976,42.386852,113.68846,29.20238,180.47432,118.368774,80.40979,38.187866,72.631,63.23392,108.17127,17.328556
train,train,4ETJJKC9HNKcvTvC-u5DrkNO9ia7tsMZdnpvVuU2kmc,train::4ETJJKC9HNKcvTvC-u5DrkNO9ia7tsMZdnpvVuU2kmc,081c764b70905170efc0aaa4d7089b42,data/raw/bodym/train/mask/081c764b70905170efc0aaa4d7089b42.png,data/raw/bodym/train/mask_left/081c764b70905170efc0aaa4d7089b42.png,female,169.0,58.6,21.92442,48.170086,25.903461,33.599373,89.699036,22.742361,168.96497,95.60245,79.16602,29.861204,60.18283,50.785294,74.92788,15.140247
train,train,D5MxWVqkLBI5d_PXrkDBVQF0KdH11UceoNFdxhby5Lo,train::D5MxWVqkLBI5d_PXrkDBVQF0KdH11UceoNFdxhby5Lo,0825898edf6a31f74fed0c56274b7207,data/raw/bodym/train/mask/0825898edf6a31f74fed0c56274b7207.png,data/raw/bodym/train/mask_left/0825898edf6a31f74fed0c56274b7207.png,male,181.25,83.7,23.557405,54.40202,30.56117,38.07891,105.39885,26.736046,182.29636,106.06813,84.66661,37.41028,67.79688,55.46918,93.608154,16.294209
train,train,q68ers8KpX1SPgX0jbGF-cK0SOLGfikQ_tJlyhVGO_Y,train::q68ers8KpX1SPgX0jbGF-cK0SOLGfikQ_tJlyhVGO_Y,082643cec8cc39f87efaa74268974022,data/raw/bodym/train/mask/082643cec8cc39f87efaa74268974022.png,data/raw/bodym/train/mask_left/082643cec8cc39f87efaa74268974022.png,female,154.0,61.0,21.766254,42.376167,29.940554,36.5669,95.910965,25.13848,154.14835,96.865974,66.64844,32.617237,58.251026,52.623486,85.18321,15.5204735
train,train,z1Cj8-tPo7XuylEL1c1i8tcUCuQqRBQpmxaGq6HXPG8,train::z1Cj8-tPo7XuylEL1c1i8tcUCuQqRBQpmxaGq6HXPG8,0827f7f3cc986ded54e573cf237da769,data/raw/bodym/train/mask/0827f7f3cc986ded54e573cf237da769.png,data/raw/bodym/train/mask_left/0827f7f3cc986ded54e573cf237da769.png,female,141.0,43.0,19.996325,40.240685,22.877771,29.135649,88.13021,20.899128,140.86046,88.25472,62.69871,29.71816,51.365982,42.83191,76.6415,14.529918
train,train,YyjnHZS606s2dZorhsH75c7VXJCLRZj-cB-4GLn9X90,train::YyjnHZS606s2dZorhsH75c7VXJCLRZj-cB-4GLn9X90,084193770b05e5cc7bfa842da16f6ab2,data/raw/bodym/train/mask/084193770b05e5cc7bfa842da16f6ab2.png,data/raw/bodym/train/mask_left/084193770b05e5cc7bfa842da16f6ab2.png,female,165.2,70.3,23.60888,47.593197,30.03846,39.343464,96.45682,25.360748,166.07875,100.10239,76.46265,31.90945,60.167717,54.82019,86.7969,15.974602
train,train,-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,train::-CQBOT5zSJk5ZYlZ4cgBP2x4lzzLLdPC6sIbhUHYddI,084a938ea27cfe695205db36f9ad3145,data/raw/bodym/train/mask/084a938ea27cfe695205db36f9ad3145.png,data/raw/bodym/train/mask_left/084a938ea27cfe695205db36f9ad3145.png,female,158.0,77.4,24.376116,45.997673,29.440342,37.119427,113.54927,25.034325,160.1649,106.76207,72.850975,35.03535,60.52883,54.905457,107.03479,16.706375
train,train,1EDRp_apkqyIjHTghIXLzqX30_MDFtPqhAYeUyF2tL4,train::1EDRp_apkqyIjHTghIXLzqX30_MDFtPqhAYeUyF2tL4,08632570302905702d74fa5e8065a5d8,data/raw/bodym/train/mask/08632570302905702d74fa5e8065a5d8.png,data/raw/bodym/train/mask_left/08632570302905702d74fa5e8065a5d8.png,female,161.0,69.9,24.036474,45.282135,30.141623,40.46996,95.40482,26.022404,161.63358,103.711685,70.59871,33.378742,61.869812,55.19605,86.04528,16.081484
train,train,VXOk0Gz0hSa_xh-GNz2o_qnPXriyWKoOKiCJEktL79A,train::VXOk0Gz0hSa_xh-GNz2o_qnPXriyWKoOKiCJEktL79A,086ea485e526496aa81d0de48b93dea7,data/raw/bodym/train/mask/086ea485e526496aa81d0de48b93dea7.png,data/raw/bodym/train/mask_left/086ea485e526496aa81d0de48b93dea7.png,female,160.6,54.35,21.223524,47.598175,26.809511,33.09203,86.48983,23.217894,162.03044,94.65157,75.75885,30.854033,58.447697,50.23359,75.09126,15.184488
train,train,LIZFonGXPE6zHm2vvXFEn-7NojsZnLo5XQxnYr1eG9c,train::LIZFonGXPE6zHm2vvXFEn-7NojsZnLo5XQxnYr1eG9c,087a62c3ab7405992cdb9026a68d1f60,data/raw/bodym/train/mask/087a62c3ab7405992cdb9026a68d1f60.png,data/raw/bodym/train/mask_left/087a62c3ab7405992cdb9026a68d1f60.png,female,179.1,78.1,24.061802,52.771633,32.22486,39.879337,102.69429,26.290197,180.42186,104.67619,83.178116,37.070038,66.41711,54.716827,88.93532,16.757755
train,train,q68ers8KpX1SPgX0jbGF-cK0SOLGfikQ_tJlyhVGO_Y,train::q68ers8KpX1SPgX0jbGF-cK0SOLGfikQ_tJlyhVGO_Y,08876890daf4c1f29b1df5b60157e92f,data/raw/bodym/train/mask/08876890daf4c1f29b1df5b60157e92f.png,data/raw/bodym/train/mask_left/08876890daf4c1f29b1df5b60157e92f.png,female,154.0,61.0,21.766254,42.376167,29.940554,36.5669,95.910965,25.13848,154.14835,96.865974,66.64844,32.617237,58.251026,52.623486,85.18321,15.5204735
train,train,Hy31xfPOxuoBInQX_sziauZLswjtbSy3-mVtPjcpt5c,train::Hy31xfPOxuoBInQX_sziauZLswjtbSy3-mVtPjcpt5c,089f2bb0b52165737f29242e744161b0,data/raw/bodym/train/mask/089f2bb0b52165737f29242e744161b0.png,data/raw/bodym/train/mask_left/089f2bb0b52165737f29242e744161b0.png,female,173.75,63.6,23.331474,50.769566,26.724836,35.261326,87.599,23.598429,172.85452,98.10951,80.98951,33.182648,62.042637,50.43677,82.620224,15.806702
train,train,8_NeFeMY4mHqhfRnmfSscbTTByzF7e5kO78ewuBIvtg,train::8_NeFeMY4mHqhfRnmfSscbTTByzF7e5kO78ewuBIvtg,089ffa3e458c624ef0c2510c857fa1cd,data/raw/bodym/train/mask/089ffa3e458c624ef0c2510c857fa1cd.png,data/raw/bodym/train/mask_left/089ffa3e458c624ef0c2510c857fa1cd.png,female,171.0,76.1,25.215801,49.174995,29.313147,37.035812,103.36641,24.991425,169.52908,108.93806,78.272194,35.205723,62.2152,57.085567,91.77918,15.837031
train,train,R8TAI3oDN4eue22DWUjf6d5aU1hYX4gK1FnF5-F1CtA,train::R8TAI3oDN4eue22DWUjf6d5aU1hYX4gK1FnF5-F1CtA,08a13fba0d8a7ebc37c67e3fa0b9644d,data/raw/bodym/train/mask/08a13fba0d8a7ebc37c67e3fa0b9644d.png,data/raw/bodym/train/mask_left/08a13fba0d8a7ebc37c67e3fa0b9644d.png,male,172.5,68.6,22.432943,50.97012,29.839397,36.2703,96.69365,25.850533,172.48389,96.424324,78.01638,35.88009,65.97098,49.098763,84.11102,15.021077
train,train,59bc2770681516389ccf490a,train::59bc2770681516389ccf490a,08a84e5302bc2a212b8fbb69b27afeb2,data/raw/bodym/train/mask/08a84e5302bc2a212b8fbb69b27afeb2.png,data/raw/bodym/train/mask_left/08a84e5302bc2a212b8fbb69b27afeb2.png,male,182.05,73.4,25.173805,52.48787,30.7983,36.567276,99.517555,27.796753,182.12767,97.58365,83.650955,36.655304,67.31115,52.191437,81.73311,16.33289
train,train,59bc2765681516389ccf4551,train::59bc2765681516389ccf4551,08c51c607cd17e5b8da9c746178858e6,data/raw/bodym/train/mask/08c51c607cd17e5b8da9c746178858e6.png,data/raw/bodym/train/mask_left/08c51c607cd17e5b8da9c746178858e6.png,female,161.4,104.8,25.516514,46.87721,41.489918,39.851475,129.25581,30.718203,164.49324,122.90776,75.35864,36.955223,61.655643,63.226562,126.48118,17.942898
train,train,me6W9DDi6oFf_-XnSWBG6DodoIp9UmCyc4sX73d9NUk,train::me6W9DDi6oFf_-XnSWBG6DodoIp9UmCyc4sX73d9NUk,08c91bdf0901111efbac55765a74b3a1,data/raw/bodym/train/mask/08c91bdf0901111efbac55765a74b3a1.png,data/raw/bodym/train/mask_left/08c91bdf0901111efbac55765a74b3a1.png,female,157.0,65.7,21.475498,42.06916,27.493925,36.29743,102.241585,23.983955,157.26398,105.506386,68.989845,33.199085,60.496582,54.53191,87.63987,15.621632
train,train,59bc2764681516389ccf449b,train::59bc2764681516389ccf449b,08cd22497989b5491b0922c097c8095a,data/raw/bodym/train/mask/08cd22497989b5491b0922c097c8095a.png,data/raw/bodym/train/mask_left/08cd22497989b5491b0922c097c8095a.png,female,168.15,84.5,23.562391,49.140663,31.325314,36.027504,106.2881,25.89514,170.84442,114.22377,79.453186,35.399467,64.249565,61.455563,98.31578,15.590688
train,train,d-D6hRvXeP68ivQLxyl4KmYSzEyzUS5qcqsxrfwl_4M,train::d-D6hRvXeP68ivQLxyl4KmYSzEyzUS5qcqsxrfwl_4M,08cef385e069470b9212d99a55fe577a,data/raw/bodym/train/mask/08cef385e069470b9212d99a55fe577a.png,data/raw/bodym/train/mask_left/08cef385e069470b9212d99a55fe577a.png,female,173.2,76.5,25.418293,49.1915,30.326763,39.98021,104.89302,26.272507,173.23666,104.471634,81.33061,34.862843,62.239754,57.15125,86.90427,17.62137
train,train,b_F1041yxqa7dNVpLoTnMQECDX6dKk3eewENECpi4Pg,train::b_F1041yxqa7dNVpLoTnMQECDX6dKk3eewENECpi4Pg,08df0a55a08b7d54cf5065924c6ed519,data/raw/bodym/train/mask/08df0a55a08b7d54cf5065924c6ed519.png,data/raw/bodym/train/mask_left/08df0a55a08b7d54cf5065924c6ed519.png,male,177.75,67.25,23.477148,51.389664,27.984129,34.287025,90.465,25.19071,177.80457,94.82986,81.011795,35.982216,67.86666,49.985554,78.58545,15.30177
train,train,KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,train::KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,08e62633e15c223d4a2401d9c5b5f950,data/raw/bodym/train/mask/08e62633e15c223d4a2401d9c5b5f950.png,data/raw/bodym/train/mask_left/08e62633e15c223d4a2401d9c5b5f950.png,male,181.95,82.0,25.690609,52.278214,32.439217,38.356476,109.6786,28.701157,181.26747,104.24506,84.93278,36.65115,68.35064,55.761337,95.78689,17.413164
train,train,59bc275c681516389ccf41a4,train::59bc275c681516389ccf41a4,08edf08c12fcf48e46b3e1971e2fb3fc,data/raw/bodym/train/mask/08edf08c12fcf48e46b3e1971e2fb3fc.png,data/raw/bodym/train/mask_left/08edf08c12fcf48e46b3e1971e2fb3fc.png,female,168.05,90.8,24.616209,48.356834,31.075193,36.68881,116.933945,28.214125,169.67235,123.69897,81.2518,33.42592,62.100323,64.267685,112.03896,18.72005
train,train,c2B5JStYPEIlJ2AETYXBTXjztLgcpF1YZXsbwBJ1fuw,train::c2B5JStYPEIlJ2AETYXBTXjztLgcpF1YZXsbwBJ1fuw,08ef9d2ad566e0615228f0df8837559e,data/raw/bodym/train/mask/08ef9d2ad566e0615228f0df8837559e.png,data/raw/bodym/train/mask_left/08ef9d2ad566e0615228f0df8837559e.png,female,171.4,79.75,24.169827,51.003956,32.21896,37.75443,103.87098,26.190203,173.31648,115.117065,80.90046,34.52566,64.61523,58.442776,101.64341,15.7820425
train,train,nMxtSMqdaQ8vFXyyv3RjKPaq6_NYNtochvAYm1MyzrM,train::nMxtSMqdaQ8vFXyyv3RjKPaq6_NYNtochvAYm1MyzrM,08fdbfcfd9ac4b3001de464364b0c451,data/raw/bodym/train/mask/08fdbfcfd9ac4b3001de464364b0c451.png,data/raw/bodym/train/mask_left/08fdbfcfd9ac4b3001de464364b0c451.png,male,196.0,107.3,28.098103,56.993687,32.58226,44.573063,116.02979,28.72045,196.08383,115.65516,91.1846,38.910946,75.3204,61.017677,104.48968,18.315842
train,train,4z9kqRwkw3EEXpQm5AQj28m_K4HzCJi32K02uiLQ_Sw,train::4z9kqRwkw3EEXpQm5AQj28m_K4HzCJi32K02uiLQ_Sw,0904f25147f31b8cc4f5ba1e0bb60b14,data/raw/bodym/train/mask/0904f25147f31b8cc4f5ba1e0bb60b14.png,data/raw/bodym/train/mask_left/0904f25147f31b8cc4f5ba1e0bb60b14.png,female,160.5,57.0,21.045609,44.993176,26.46959,34.154297,85.14504,22.941479,160.26479,94.44283,71.34308,32.898285,58.813606,50.06003,75.95101,14.680832
train,train,K_II_ceJULbMT4-1kDxWSxcLNVQVQ_xXiH2yEzIwerw,train::K_II_ceJULbMT4-1kDxWSxcLNVQVQ_xXiH2yEzIwerw,091dcce1c6acbac0fa26446a342bfc7f,data/raw/bodym/train/mask/091dcce1c6acbac0fa26446a342bfc7f.png,data/raw/bodym/train/mask_left/091dcce1c6acbac0fa26446a342bfc7f.png,female,160.5,49.1,20.93261,45.11647,22.996086,33.230705,82.894745,20.721527,160.1961,88.98826,72.737335,30.47403,57.628067,46.83515,71.36932,13.713218
train,train,z1Cj8-tPo7XuylEL1c1i8tcUCuQqRBQpmxaGq6HXPG8,train::z1Cj8-tPo7XuylEL1c1i8tcUCuQqRBQpmxaGq6HXPG8,093961965a3795f11d5eb1d24a84fc02,data/raw/bodym/train/mask/093961965a3795f11d5eb1d24a84fc02.png,data/raw/bodym/train/mask_left/093961965a3795f11d5eb1d24a84fc02.png,female,141.0,43.0,19.996325,40.240685,22.877771,29.135649,88.13021,20.899128,140.86046,88.25472,62.69871,29.71816,51.365982,42.83191,76.6415,14.529918
train,train,ApDFanKIPc6JqHd_e9JRDA9_V-Th51KFbTd5PhChc2o,train::ApDFanKIPc6JqHd_e9JRDA9_V-Th51KFbTd5PhChc2o,095069c883b63791487728742a523807,data/raw/bodym/train/mask/095069c883b63791487728742a523807.png,data/raw/bodym/train/mask_left/095069c883b63791487728742a523807.png,male,169.5,78.25,23.590683,47.87608,34.648838,39.22664,102.5216,29.925568,170.04626,98.80885,76.08214,37.68303,63.7743,55.918938,85.714554,17.382595
train,train,Tl1DIq7LCXOu6GG9TyJKbI3an7F3dSdeVdjao5faPfw,train::Tl1DIq7LCXOu6GG9TyJKbI3an7F3dSdeVdjao5faPfw,095feb5e348946e7059b54d9bbd50fe5,data/raw/bodym/train/mask/095feb5e348946e7059b54d9bbd50fe5.png,data/raw/bodym/train/mask_left/095feb5e348946e7059b54d9bbd50fe5.png,female,163.4,60.9,22.318262,46.035896,29.003256,35.607227,89.1477,23.823076,164.63159,96.74312,76.86962,31.499025,58.804253,55.088432,77.04826,15.219404
train,train,ZbNyhEtasd8OZKHhyFQOwXZGPEo3glRq_b3xc1asgkQ,train::ZbNyhEtasd8OZKHhyFQOwXZGPEo3glRq_b3xc1asgkQ,097f4ea5aa26fd8b4d7ebd3fb73bd8c0,data/raw/bodym/train/mask/097f4ea5aa26fd8b4d7ebd3fb73bd8c0.png,data/raw/bodym/train/mask_left/097f4ea5aa26fd8b4d7ebd3fb73bd8c0.png,male,176.5,77.25,24.3716,50.491177,34.685303,39.297276,102.68525,27.762836,177.14284,95.65124,77.10207,38.08032,69.10142,55.56065,83.5752,16.7602
train,train,Uk7zGibxh5H429fo1NWaD4S4eolNYAamBxfa4ojXqhA,train::Uk7zGibxh5H429fo1NWaD4S4eolNYAamBxfa4ojXqhA,099a67cb3315d5c3797d29e5c8bd006c,data/raw/bodym/train/mask/099a67cb3315d5c3797d29e5c8bd006c.png,data/raw/bodym/train/mask_left/099a67cb3315d5c3797d29e5c8bd006c.png,male,181.4,93.3,24.210579,52.95369,35.683113,37.29894,115.46957,29.606628,183.43509,106.52465,83.076935,40.58234,69.36235,55.40252,105.56192,16.81254
train,train,WSmLCYanBD88H3OW0ST0yj-TJHwWO7HApk-ZJX-A71E,train::WSmLCYanBD88H3OW0ST0yj-TJHwWO7HApk-ZJX-A71E,09a138eb116df7925f0d5e58a990dcb3,data/raw/bodym/train/mask/09a138eb116df7925f0d5e58a990dcb3.png,data/raw/bodym/train/mask_left/09a138eb116df7925f0d5e58a990dcb3.png,male,179.5,89.1,24.387823,51.155163,31.076866,39.4146,109.947815,28.274427,180.08502,106.80335,80.92861,38.996895,69.375755,55.67554,97.67108,17.365402
train,train,_h3NxZ4o4i7TmT1GAu3-DlhEa6rVb2VQa_sOWklmwgg,train::_h3NxZ4o4i7TmT1GAu3-DlhEa6rVb2VQa_sOWklmwgg,09a213c921ba40405082e94e72d57f50,data/raw/bodym/train/mask/09a213c921ba40405082e94e72d57f50.png,data/raw/bodym/train/mask_left/09a213c921ba40405082e94e72d57f50.png,male,183.0,88.0,25.010582,53.96558,32.090015,39.321785,109.23203,29.33407,185.89267,106.61259,83.32599,38.49261,72.472435,55.66759,95.513824,18.627226
train,train,6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,train::6pSoYMGobKGaplxJ9bYxiH_b0bpbbF-idqM7990uPYE,09a7bfc1d5cf869911b452a5ba1c6124,data/raw/bodym/train/mask/09a7bfc1d5cf869911b452a5ba1c6124.png,data/raw/bodym/train/mask_left/09a7bfc1d5cf869911b452a5ba1c6124.png,female,154.3,44.5,20.11566,43.030075,23.710716,33.005592,80.663055,20.975155,153.76181,85.88875,70.69441,30.398014,54.744644,46.06401,68.114845,13.369693
train,train,59bc2770681516389ccf490a,train::59bc2770681516389ccf490a,09ab1de2320fe3497769c7d6a8b963da,data/raw/bodym/train/mask/09ab1de2320fe3497769c7d6a8b963da.png,data/raw/bodym/train/mask_left/09ab1de2320fe3497769c7d6a8b963da.png,male,182.05,73.4,25.173805,52.48787,30.7983,36.567276,99.517555,27.796753,182.12767,97.58365,83.650955,36.655304,67.31115,52.191437,81.73311,16.33289
train,train,59bc2766681516389ccf456d,train::59bc2766681516389ccf456d,09bd430b26bf7e8939ba9e37823dd877,data/raw/bodym/train/mask/09bd430b26bf7e8939ba9e37823dd877.png,data/raw/bodym/train/mask_left/09bd430b26bf7e8939ba9e37823dd877.png,male,172.0,104.4,25.115921,49.822987,38.562775,41.65299,118.65845,34.873123,174.2116,120.89449,78.3424,40.3025,70.23891,62.158916,109.38609,21.591574
train,train,ECoa3Ple2_VClgZ3w6ArCH22bluCUpp5c2egmx6k6SA,train::ECoa3Ple2_VClgZ3w6ArCH22bluCUpp5c2egmx6k6SA,09bebe55b31bf31879da21d42be9b85d,data/raw/bodym/train/mask/09bebe55b31bf31879da21d42be9b85d.png,data/raw/bodym/train/mask_left/09bebe55b31bf31879da21d42be9b85d.png,female,170.0,55.9,22.442265,48.947666,25.361366,34.359978,87.61341,23.806467,168.98076,91.67475,76.97636,33.00124,61.201687,47.30276,74.36712,15.996967
train,train,J0Jup_UFc6U9x9w-Abi1GBdv3NeMZdE2a4JaUB5gy34,train::J0Jup_UFc6U9x9w-Abi1GBdv3NeMZdE2a4JaUB5gy34,09d2bee2bc4927f2a7ab4edc318ce555,data/raw/bodym/train/mask/09d2bee2bc4927f2a7ab4edc318ce555.png,data/raw/bodym/train/mask_left/09d2bee2bc4927f2a7ab4edc318ce555.png,male,186.0,80.7,25.382917,53.19973,30.623686,37.88175,99.640396,28.157797,182.63344,105.19551,83.09914,36.530075,71.913605,53.839436,88.32936,18.159866
